RXCUI	STR	VOTES	Wasz	Shankar	Andy
1049642	OXYCODONE HYDROCHLORIDE 7.5 mg / ACETAMINOPHEN 325 mg ORAL TABLET [PERCOCET]	2	1		1
1049642	Percocet 7.5 MG / 325 MG Oral Tablet	2	1		1
1049642	Percocet 7.5/325 (oxycodone hydrochloride 7.5 MG / APAP 325 MG) Oral Tablet	2	1		1
1049642	Percocet 7.5/325 Oral Tablet	2	1		1
1049642	Percocet 7.5/325, 325 mg-7.5 mg oral tablet	2	1		1
1049642	Percocet 7.5mg-325mg Tablet	2	1		1
1049642	Percocet, 325 mg-7.5 mg oral tablet	2	1		1
1049651	acetaminophen 500 MG / oxycodone hydrochloride 10 MG Oral Tablet	2	1		1
1049651	Acetaminophen 500 mg and oxycodone hydrochloride 10 mg oral tablet	2	1		1
1049651	acetaminophen-oxycodone 500 mg-10 mg oral tablet	2	1		1
1049651	Acetaminophen/Oxycodone Hydrochloride 500 MG-10 MG Oral Tablet	2	1		1
1049651	APAP 500 MG / oxycodone hydrochloride 10 MG Oral Tablet	2	1		1
1049651	oxyCODONE HCl 10 MG / acetaminophen 500 MG Oral Tablet	2	1		1
1049651	oxycodone HCl/acetaminophen 10 mg-500 mg ORAL TABLET	2	1		1
1049651	oxycodone HCl/acetaminophen@10 mg-500 mg@ORAL@TABLET	2	1		1
1049651	Oxycodone hydrochloride 10 mg and paracetamol 500 mg oral tablet	2	1		1
1049651	Product containing precisely oxycodone hydrochloride 10 milligram and paracetamol 500 milligram/1 each conventional release oral tablet (clinical drug)	2	1		1
1049658	acetaminophen 500 MG / oxycodone hydrochloride 5 MG Oral Capsule	2	1		1
1049658	Acetaminophen 500 mg and oxycodone hydrochloride 5 mg oral capsule	2	1		1
1049658	acetaminophen-oxycodone 500 mg-5 mg oral capsule	2	1		1
1049658	Acetaminophen-Oxycodone Hydrochloride, 500 mg-5 mg oral capsule	2	1		1
1049658	Acetaminophen/Oxycodone Hydrochloride 500 MG-5 MG Oral Capsule	2	1		1
1049658	Acetaminophen/Oxycodone Hydrochloride 500 MG-5 MG Oral Capsule [OXYCODONE HCL-ACETAMINOPHEN]	2	1		1
1049658	APAP 500 MG / oxycodone hydrochloride 5 MG Oral Capsule	2	1		1
1049658	oxyCODONE HCl 5 MG / acetaminophen 500 MG Oral Capsule	2	1		1
1049658	OXYCODONE HCL 5/ACETAMINOPHEN 500MG CAP	2	1		1
1049658	OXYCODONE HCL 5MG/ACETAMINOPHEN 500MG CAP	2	1		1
1049658	oxycodone HCl/acetaminophen 5 mg-500 mg ORAL CAPSULE	2	1		1
1049658	oxycodone HCl/acetaminophen@5 mg-500 mg@ORAL@CAPSULE	2	1		1
1049658	Oxycodone hydrochloride 5 mg and paracetamol 500 mg oral capsule	2	1		1
1049658	Oxycodone Hydrochloride 5mg, Acetaminophen 500mg Oral capsule	2	1		1
1049658	Product containing precisely oxycodone hydrochloride 5 milligram and paracetamol 500 milligram/1 each conventional release oral capsule (clinical drug)	2	1		1
1190201	acetaminophen 320.5 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule [Trezix]	1	1		
1190201	Acetaminophen/Caffeine/Dihydrocodeine Bitartrate 320.5 MG-30 MG-16 MG Oral Capsule [TREZIX]	1	1		
1190201	APAP 320.5 MG / Caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule [Trezix]	1	1		
1190201	Trezix (acetaminophen 320.5 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG) Oral Capsule	1	1		
1190201	TREZIX 16 MG / 320.5 MG / 30 MG Oral Capsule	1	1		
1190201	Trezix 320.5mg-30mg-16mg Capsule	1	1		
1190201	Trezix, 320.5 mg-30 mg-16 mg oral capsule	1	1		
1233687	fentaNYL (as fentaNYL citrate) 4 MCG/ML / ROPivacaine hydrochloride 0.2 % Injectable Solution	1	1		
1233687	fentanyl 0.004 MG/ML / ropivacaine hydrochloride 2 MG/ML Injectable Solution	1	1		
1233687	fentaNYL 4 MCG/ML / ROPivacaine hydrochloride 0.2 % Injectable Solution	1	1		
1233687	Fentanyl Citrate-Ropivacaine Hydrochloride, 4 mcg/mL-0.2%-NaCl 0.9% injectable solution	1	1		
1233687	Fentanyl Citrate/Ropivacaine Hydrochloride/Sodium Chloride 4 MCG/1 ML-0.2%-0.9% Epidural Solution	1	1		
1233687	fentanyl-ropivacaine 4 mcg/mL-0.2%-NaCl 0.9% injectable solution	1	1		
1234871	acetaminophen 356.4 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule	1	1		
1234871	Acetaminophen 356.4 mg and caffeine 30 mg and dihydrocodeine tartrate 16 mg oral capsule	1	1		
1234871	acetaminophen/caff/dihydrocod 356.4 mg-30 mg-16 mg ORAL CAPSULE	1	1		
1234871	acetaminophen/caffeine/dihydrocodeine 356.4 mg-30 mg-16 mg oral capsule	1	1		
1234871	Acetaminophen/Caffeine/Dihydrocodeine Bitartrate 356.4 MG-30 MG-16 MG Oral Capsule	1	1		
1234871	Acetaminophen/Caffeine/Dihydrocodeine Bitartrate 356.4 MG-30 MG-16 MG Oral Capsule [DHC PLUS]	1	1		
1234871	acetaminophen/caffeine/dihydrocodeine bitartrate@356.4 mg-30 mg-16 mg@ORAL@CAPSULE	1	1		
1234871	APAP 356.4 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule	1	1		
1234871	Caffeine 30 mg and dihydrocodeine tartrate 16 mg and paracetamol 356.4 mg oral capsule	1	1		
1234871	DIHYDROCODEINE 16/APAP 356/CAFF 30MG CAP	1	1		
1234871	DIHYDROCODEINE 16MG/APAP 356MG/CAFN 30MG CAP	1	1		
1234871	dihydrocodeine bitartrate 16 MG / acetaminophen 356.4 MG / caffeine 30 MG Oral Capsule	1	1		
1234871	Product containing precisely caffeine 30 milligram and dihydrocodeine tartrate 16 milligram and paracetamol 356.4 milligram/1 each conventional release oral capsule (clinical drug)	1	1		
1234872	ASA 356.4 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule	1	1		
1234872	aspirin 356.4 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule	1	1		
1234872	Aspirin 356.4 mg and caffeine 30 mg and dihydrocodeine tartrate 16 mg oral capsule	1	1		
1234872	Aspirin 356.4mg, Caffeine 30mg, Dihydrocodeine Bitartrate 16mg Oral capsule	1	1		
1234872	aspirin/caffein/dihydrocodeine 356.4 mg-30 mg-16 mg ORAL CAPSULE	1	1		
1234872	aspirin/caffeine/dihydrocodeine 356.4 mg-30 mg-16 mg oral capsule	1	1		
1234872	Aspirin/Caffeine/Dihydrocodeine Bitartrate 356.4 MG-30 MG-16 MG Oral Capsule	1	1		
1234872	aspirin/caffeine/dihydrocodeine bitartrate@356.4 mg-30 mg-16 mg@ORAL@CAPSULE	1	1		
1234872	Aspirin/caffeine/dihydrocodeine, 356.4 mg-30 mg-16 mg oral capsule	1	1		
1234872	DIHYDROCODEINE 16/ASA 356/CAFF 30MG CAP	1	1		
1234872	DIHYDROCODEINE 16MG/ASA 356MG/CAFN 30MG CAP	1	1		
1234872	dihydrocodeine bitartrate 16 MG / aspirin 356.4 MG / caffeine 30 MG Oral Capsule	1	1		
1234872	Product containing precisely aspirin 356.4 milligram and caffeine 30 milligram and dihydrocodeine tartrate 16 milligram/1 each conventional release oral capsule (clinical drug)	1	1		
1234978	acetaminophen 712.8 MG / caffeine 60 MG / dihydrocodeine bitartrate 32 MG Oral Tablet	1	1		
1234978	Acetaminophen 712.8 mg and caffeine 60 mg and dihydrocodeine tartrate 32 mg oral tablet	1	1		
1234978	ACETAMINOPHEN 712.8 MILLIGRAM In 1 TABLET / CAFFEINE 60 MILLIGRAM In 1 TABLET / DIHYDROCODEINE BITARTRATE 32 MILLIGRAM In 1 TABLET ORAL TABLET	1	1		
1234978	Acetaminophen 712.8mg, Caffeine 60mg, Dihydrocodeine Bitartrate 32mg Oral tablet	1	1		
1234978	acetaminophen/caff/dihydrocod 712.8 mg-60 mg-32 mg ORAL TABLET	1	1		
1234978	acetaminophen/caffeine/dihydrocodeine 712.8 mg-60 mg-32 mg oral tablet	1	1		
1234978	Acetaminophen/Caffeine/Dihydrocodeine Bitartrate 712.8 MG-60 MG-32 MG Oral Tablet	1	1		
1234978	Acetaminophen/Caffeine/Dihydrocodeine Bitartrate 712.8 MG-60 MG-32 MG Oral Tablet [ACETAMINOPHEN-CAFFEINE-DIHYDROCODEINE]	1	1		
1234978	Acetaminophen/Caffeine/Dihydrocodeine Bitartrate, 712.8 mg-60 mg-32 mg oral tablet	1	1		
1234978	acetaminophen/caffeine/dihydrocodeine bitartrate@712.8 mg-60 mg-32 mg@ORAL@TABLET	1	1		
1234978	APAP 712.8 MG / caffeine 60 MG / dihydrocodeine bitartrate 32 MG Oral Tablet	1	1		
1234978	Caffeine 60 mg and dihydrocodeine tartrate 32 mg and paracetamol 712.8 mg oral tablet	1	1		
1234978	DIHYDROCODEINE 32/APAP 713/CAFN 60MG TAB	1	1		
1234978	DIHYDROCODEINE 32MG/APAP 712.8MG/CAFN 60MG TAB	1	1		
1234978	DIHYDROCODEINE BITARTRATE 32 mg / ACETAMINOPHEN 712.8 mg / CAFFEINE 60 mg ORAL TABLET	1	1		
1234978	Product containing precisely caffeine 60 milligram and dihydrocodeine tartrate 32 milligram and paracetamol 712.8 milligram/1 each conventional release oral tablet (clinical drug)	1	1		
1234999	acetaminophen 500 MG / dihydrocodeine bitartrate 10 MG Oral Tablet	1	1		
1234999	Acetaminophen 500 mg and dihydrocodeine tartrate 10 mg oral tablet	1	1		
1234999	APAP 500 MG / dihydrocodeine bitartrate 10 MG Oral Tablet	1	1		
1234999	dihydrocodeine bitartrate 10 MG / acetaminophen 500 MG Oral Tablet	1	1		
1234999	Dihydrocodeine tartrate 10 mg and paracetamol 500 mg oral tablet	1	1		
1234999	Product containing precisely dihydrocodeine tartrate 10 milligram and paracetamol 500 milligram/1 each conventional release oral tablet (clinical drug)	1	1		
1235009	acetaminophen 500 MG / dihydrocodeine bitartrate 20 MG Oral Tablet	1	1		
1235009	Acetaminophen 500 mg and dihydrocodeine tartrate 20 mg oral tablet	1	1		
1235009	APAP 500 MG / dihydrocodeine bitartrate 20 MG Oral Tablet	1	1		
1235009	dihydrocodeine bitartrate 20 MG / acetaminophen 500 MG Oral Tablet	1	1		
1235009	Dihydrocodeine tartrate 20 mg and paracetamol 500 mg oral tablet	1	1		
1235009	Product containing precisely dihydrocodeine tartrate 20 milligram and paracetamol 500 milligram/1 each conventional release oral tablet (clinical drug)	1	1		
1235011	acetaminophen 500 MG / dihydrocodeine bitartrate 30 MG Oral Tablet	1	1		
1235011	Acetaminophen 500 mg and dihydrocodeine tartrate 30 mg oral tablet	1	1		
1235011	APAP 500 MG / dihydrocodeine bitartrate 30 MG Oral Tablet	1	1		
1235011	dihydrocodeine bitartrate 30 MG / acetaminophen 500 MG Oral Tablet	1	1		
1235011	Dihydrocodeine tartrate 30 mg and paracetamol 500 mg oral tablet	1	1		
1235011	Product containing precisely dihydrocodeine tartrate 30 milligram and paracetamol 500 milligram/1 each conventional release oral tablet (clinical drug)	1	1		
1431286	acetaminophen 300 MG / butalbital 50 MG / caffeine 40 MG / codeine phosphate 30 MG Oral Capsule	1	1		
1431286	acetaminophen/butalbital/caffeine/codeine 300 mg-50 mg-40 mg-30 mg oral capsule	1	1		
1431286	Acetaminophen/Butalbital/Caffeine/Codeine Phosphate 300 MG-50 MG-40 MG-30 MG Oral Capsule	1	1		
1431286	Acetaminophen/Butalbital/Caffeine/Codeine, 300 mg-50 mg-40 mg-30 mg oral capsule	1	1		
1431286	APAP 300 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG Oral Capsule	1	1		
1431286	butalbit/acetamin/caff/codeine 50 mg-300 mg-40 mg-30 mg ORAL CAPSULE	1	1		
1431286	BUTALBITAL 50 mg / ACETAMINOPHEN 300 mg / CAFFEINE 40 mg / CODEINE PHOSPHATE 30 mg ORAL CAPSULE	1	1		
1431286	Butalbital 50mg, Acetaminophen 300mg, Caffeine 40mg, Codeine Phosphate 30mg Oral capsule	1	1		
1431286	butalbital/acetaminophen/caffeine/codeine phosphate 50 mg-300 mg-40 mg-30 mg ORAL CAPSULE	1	1		
1431286	butalbital/acetaminophen/caffeine/codeine phosphate@50 mg-300 mg-40 mg-30 mg@ORAL@CAPSULE	1	1		
1431286	CODEINE 30/APAP 300/BUTALB 50MG/CAFN CAP	1	1		
1431286	CODEINE 30MG/APAP 300MG/BUTALBITAL 50MG/CAFN 40MG CAP	1	1		
1433802	acetaminophen 300 MG / butalbital 50 MG / caffeine 40 MG / codeine phosphate 30 MG Oral Capsule [Fioricet with Codeine]	1	1		
1433802	Acetaminophen/Butalbital/Caffeine/Codeine Phosphate 300 MG-50 MG-40 MG-30 MG Oral Capsule [FIORICET WITH CODEINE]	1	1		
1433802	APAP 300 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG Oral Capsule [Fioricet with Codeine]	1	1		
1433802	BUTALBITAL 50 mg / ACETAMINOPHEN 300 mg / CAFFEINE 40 mg / CODEINE PHOSPHATE 30 mg ORAL CAPSULE [Fioricet with Codeine]	1	1		
1433802	Fioricet with Codeine (APAP 300 MG / butalbital 50 MG / caffeine 40 MG / codeine phosphate 30 MG) Oral Capsule	1	1		
1433802	Fioricet with Codeine 50 MG / 300 MG / 40 MG / 30 MG Oral Capsule	1	1		
1433802	Fioricet with Codeine Capsule	1	1		
1433802	Fioricet with Codeine, 300 mg-50 mg-40 mg-30 mg oral capsule	1	1		
1442445	acetaminophen 20 MG/ML / hydrocodone bitartrate 0.667 MG/ML Oral Solution [Lortab]	1	1		
1442445	Acetaminophen/Hydrocodone Bitartrate 300 MG/15 ML-10 MG/15 ML Oral Elixir [LORTAB ELIXIR]	1	1		
1442445	APAP 20 MG/ML / Hydrocodone Bitartrate 0.667 MG/ML Oral Solution [Lortab]	1	1		
1442445	Hydrocodone Bitartrate 10 mg in 15 mL / Acetaminophen 300 mg in 15 mL ORAL SYRUP [Lortab]	1	1		
1442445	Lortab (acetaminophen 300 MG / hydrocodone bitartrate 10 MG) per 15 ML Oral Solution	1	1		
1442445	LORTAB 10 MG / 300 MG in 15 mL Oral Solution	1	1		
1442445	Lortab 10mg-300mg/15ml Elixir	1	1		
1442445	Lortab Elixir, 300 mg-10 mg/15 mL oral liquid	1	1		
1487288	acetaminophen 325 MG / oxycodone hydrochloride 2.5 MG Oral Tablet [Endocet]	1	1		
1487288	Acetaminophen/Oxycodone Hydrochloride 325 MG-2.5 MG Oral Tablet [ENDOCET]	1	1		
1487288	APAP 325 MG / Oxycodone Hydrochloride 2.5 MG Oral Tablet [Endocet]	1	1		
1487288	Endocet (acetaminophen 325 MG / oxycodone HCl 2.5 MG) Oral Tablet	1	1		
1487288	ENDOCET 2.5 MG / 325 MG Oral Tablet	1	1		
1487288	Endocet 2.5/325, 325 mg-2.5 mg oral tablet	1	1		
1487288	Endocet 2.5mg-325mg Tablet	1	1		
1487288	OXYCODONE HYDROCHLORIDE 2.5 mg / ACETAMINOPHEN 325 mg ORAL TABLET [ENDOCET]	1	1		
1492673	acetaminophen 325 MG / hydrocodone bitartrate 5 MG Oral Tablet [Lorcet]	1	1		
1492673	Acetaminophen/Hydrocodone Bitartrate 325 MG-5 MG Oral Tablet [LORCET]	1	1		
1492673	APAP 325 MG / Hydrocodone Bitartrate 5 MG Oral Tablet [Lorcet]	1	1		
1492673	Lorcet (hydrocodone bitartrate 5 MG / acetaminophen 325 MG) Oral Tablet	1	1		
1492673	LORCET 5 MG / 325 MG Oral Tablet	1	1		
1492673	Lorcet 5mg-325mg Tablet	1	1		
1492673	Lorcet, 325 mg-5 mg oral tablet	1	1		
1495472	acetaminophen 325 MG / hydrocodone bitartrate 10 MG Oral Tablet [Lortab]	1	1		
1495472	Acetaminophen/Hydrocodone Bitartrate 325 MG-10 MG Oral Tablet [LORTAB 10/325]	1	1		
1495472	APAP 325 MG / Hydrocodone Bitartrate 10 MG Oral Tablet [Lortab]	1	1		
1495472	Lortab 10 MG / 325 MG Oral Tablet	1	1		
1495472	Lortab 10 MG/325 MG (Hydrocodone Bitartrate / Acetaminophen) Oral Tablet	1	1		
1495472	Lortab 10/325	1	1		
1495472	Lortab 10/325 Tablet	1	1		
1495472	Lortab 10/325, 325 mg-10 mg oral tablet	1	1		
1495474	acetaminophen 325 MG / hydrocodone bitartrate 5 MG Oral Tablet [Lortab]	1	1		
1495474	Acetaminophen/Hydrocodone Bitartrate 325 MG-5 MG Oral Tablet [LORTAB 5/325]	1	1		
1495474	APAP 325 MG / Hydrocodone Bitartrate 5 MG Oral Tablet [Lortab]	1	1		
1495474	Lortab 5 MG / 325 MG Oral Tablet	1	1		
1495474	Lortab 5 MG/ 325 MG (hydrocodone bitartrate / acetaminophen) Oral Tablet	1	1		
1495474	Lortab 5/325	1	1		
1495474	Lortab 5/325 Oral Tablet	1	1		
1495474	Lortab 5/325 Tablet	1	1		
1495474	Lortab 5/325, 325 mg-5 mg oral tablet	1	1		
1495476	acetaminophen 325 MG / hydrocodone bitartrate 7.5 MG Oral Tablet [Lortab]	1	1		
1495476	Acetaminophen/Hydrocodone Bitartrate 325 MG-7.5 MG Oral Tablet [LORTAB 7.5/325]	1	1		
1495476	APAP 325 MG / Hydrocodone Bitartrate 7.5 MG Oral Tablet [Lortab]	1	1		
1495476	Lortab 7.5 MG / 325 MG Oral Tablet	1	1		
1495476	Lortab 7.5 MG/325 MG (hydrocodone bitartrate / acetaminophen) Oral Tablet	1	1		
1495476	Lortab 7.5/325	1	1		
1495476	Lortab 7.5/325 Tablet	1	1		
1495476	Lortab 7.5/325, 325 mg-7.5 mg oral tablet	1	1		
1536457	acetaminophen 500 MG / codeine phosphate 8 MG Effervescent Oral Tablet	1	1		
1536457	Acetaminophen 500 mg and codeine phosphate 8 mg effervescent oral tablet	1	1		
1536457	APAP 500 MG / Codeine Phosphate 8 MG Effervescent Oral Tablet	1	1		
1536457	Codeine phosphate 8 mg and paracetamol 500 mg effervescent oral tablet	1	1		
1536457	Product containing precisely codeine phosphate 8 milligram and paracetamol 500 milligram/1 each conventional release effervescent oral tablet (clinical drug)	1	1		
1536459	acetaminophen 500 MG / codeine phosphate 30 MG Effervescent Oral Tablet	1	1		
1536459	Acetaminophen 500 mg and codeine phosphate 30 mg effervescent oral tablet	1	1		
1536459	APAP 500 MG / Codeine Phosphate 30 MG Effervescent Oral Tablet	1	1		
1536459	Codeine phosphate 30 mg and paracetamol 500 mg effervescent oral tablet	1	1		
1536459	Product containing precisely codeine phosphate 30 milligram and paracetamol 500 milligram/1 each conventional release effervescent oral tablet (clinical drug)	1	1		
1537116	acetaminophen 300 MG / oxycodone hydrochloride 5 MG Oral Tablet [Primlev]	1	1		
1537116	Acetaminophen/Oxycodone Hydrochloride 300 MG-5 MG Oral Tablet [PRIMLEV]	1	1		
1537116	APAP 300 MG / Oxycodone Hydrochloride 5 MG Oral Tablet [Primlev]	1	1		
1537116	Primalev 5mg-300mg Tablet	1	1		
1537116	Primlev (acetaminophen 300 MG / oxycodone HCl 5 MG) Oral Tablet	1	1		
1537116	Primlev (APAP 300 MG / oxycodone hydrochloride 5 MG) Oral Tablet	1	1		
1537116	Primlev 5 / 300 Oral Tablet	1	1		
1537116	Primlev 5/300 Oral Tablet	1	1		
1537116	Primlev 5mg-300mg Tablet	1	1		
1537116	Primlev, 300 mg-5 mg oral tablet	1	1		
1537120	acetaminophen 300 MG / oxycodone hydrochloride 10 MG Oral Tablet [Primlev]	1	1		
1537120	Acetaminophen/Oxycodone Hydrochloride 300 MG-10 MG Oral Tablet [PRIMLEV]	1	1		
1537120	APAP 300 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Primlev]	1	1		
1537120	Primalev 10mg-300mg Tablet	1	1		
1537120	Primlev (acetaminophen 300 MG / oxycodone HCl 10 MG) Oral Tablet	1	1		
1537120	Primlev 10 / 300 Oral Tablet	1	1		
1537120	Primlev 10mg-300mg Tablet	1	1		
1537120	Primlev, 300 mg-10 mg oral tablet	1	1		
1537122	acetaminophen 300 MG / oxycodone hydrochloride 7.5 MG Oral Tablet [Primlev]	1	1		
1537122	Acetaminophen/Oxycodone Hydrochloride 300 MG-7.5 MG Oral Tablet [PRIMLEV]	1	1		
1537122	APAP 300 MG / Oxycodone Hydrochloride 7.5 MG Oral Tablet [Primlev]	1	1		
1537122	Primalev 7.5mg-300mg Tablet	1	1		
1537122	Primlev (acetaminophen 300 MG / oxycodone HCl 7.5 MG) Oral Tablet	1	1		
1537122	Primlev 7.5 / 300 Oral Tablet	1	1		
1537122	Primlev 7.5mg-300mg Tablet	1	1		
1537122	Primlev, 300 mg-7.5 mg oral tablet	1	1		
1542981	acetaminophen 325 MG / hydrocodone bitartrate 2.5 MG Oral Tablet [Verdrocet]	1	1		
1542981	Acetaminophen/Hydrocodone Bitartrate 325 MG-2.5 MG Oral Tablet [VERDROCET]	1	1		
1542981	APAP 325 MG / Hydrocodone Bitartrate 2.5 MG Oral Tablet [Verdrocet]	1	1		
1542981	Verdrocet 2.5 MG / 325 MG Oral Tablet	1	1		
1542981	Verdrocet 2.5mg-325mg Tablet	1	1		
1542981	Verdrocet, 325 mg-2.5 mg oral tablet	1	1		
1542988	hydrocodone bitartrate 10 MG / ibuprofen 200 MG Oral Tablet [Xylon]	1	1		
1542988	Hydrocodone Bitartrate/Ibuprofen 10 MG-200 MG Oral Tablet [XYLON 10]	1	1		
1542988	Xylon (hydrocodone bitartrate 10 MG / ibuprofen 200 MG) Oral Tablet	1	1		
1542988	Xylon 10, 10 MG / 200 MG Oral Tablet	1	1		
1542988	Xylon 10, 10 mg-200 mg oral tablet	1	1		
1542988	Xylon 10mg-200mg Tablet	1	1		
1596108	acetaminophen 320.5 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule	1	1		
1596108	Acetaminophen 320.5mg, Caffeine 30mg, Dihydrocodeine Bitartrate 16mg Oral capsule	1	1		
1596108	acetaminophen/caff/dihydrocod 320.5 mg-30 mg-16 mg ORAL CAPSULE	1	1		
1596108	acetaminophen/caffeine/dihydrocodeine 320.5 mg-30 mg-16 mg oral capsule	1	1		
1596108	Acetaminophen/Caffeine/Dihydrocodeine Bitartrate 320.5 MG-30 MG-16 MG Oral Capsule	1	1		
1596108	Acetaminophen/Caffeine/Dihydrocodeine Bitartrate 320.5 MG-30 MG-16 MG Oral Capsule [ACETAMINOPHEN-CAFFEINE-DIHYDROCODEINE]	1	1		
1596108	Acetaminophen/Caffeine/Dihydrocodeine Bitartrate, 320.5 mg-30 mg-16 mg oral capsule	1	1		
1596108	acetaminophen/caffeine/dihydrocodeine bitartrate@320.5 mg-30 mg-16 mg@ORAL@CAPSULE	1	1		
1596108	APAP 320.5 MG / Caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Capsule	1	1		
1596108	DIHYDROCODEINE 16MG/ACETAMINOPHEN 320.5MG/CAFFEINE 30MG CAP	1	1		
1596108	TREZIX 16MG/320.5MG/30MG CAP	1	1		
1812164	acetaminophen 325 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Tablet	1	1		
1812164	Acetaminophen 325mg, Caffeine 30mg, Dihydrocodeine Bitartrate 16mg Oral tablet	1	1		
1812164	acetaminophen/caff/dihydrocod 325 mg-30 mg-16 mg ORAL TABLET	1	1		
1812164	acetaminophen/caffeine/dihydrocodeine 325 mg-30 mg-16 mg oral tablet	1	1		
1812164	Acetaminophen/Caffeine/Dihydrocodeine Bitartrate 325 MG-30 MG-16 MG Oral Tablet	1	1		
1812164	Acetaminophen/Caffeine/Dihydrocodeine Bitartrate, 325 mg-30 mg-16 mg oral tablet	1	1		
1812164	acetaminophen/caffeine/dihydrocodeine bitartrate@325 mg-30 mg-16 mg@ORAL@TABLET	1	1		
1812164	APAP 325 MG / Caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Tablet	1	1		
1812164	DIHYDROCODEINE 16/APAP 325/CAFF 30MG TAB	1	1		
1812164	DIHYDROCODEINE 16MG/APAP 325MG/CAFN 30MG TAB	1	1		
1812164	dihydrocodeine bitartrate 16 MG / acetaminophen 325 MG / caffeine 30 MG / Oral Tablet	1	1		
2001358	acetaminophen 325 MG / benzhydrocodone 6.12 MG (as benzhydrocodone HCl 6.67 MG) Oral Tablet	1			1
2001358	acetaminophen 325 MG / benzhydrocodone 6.12 MG Oral Tablet	1			1
2001358	acetaminophen-benzhydrocodone 325 mg-6.12 mg oral tablet	1			1
2001358	Acetaminophen-Benzhydrocodone, 325 mg-6.12 mg oral tablet	1			1
2001358	Acetaminophen/Benzhydrocodone 325 MG-6.12 MG Oral Tablet	1			1
2001358	APAP 325 MG / benzhydrocodone 6.12 MG Oral Tablet	1			1
2001358	BENZHYDROCODONE 6.12/ACETAMINO 325MG TAB	1			1
2001358	Benzhydrocodone 6.12mg, Acetaminophen 325mg Oral tablet	1			1
2001358	BENZHYDROCODONE 6.12MG/ACETAMINOPHEN 325MG TAB	1			1
2001358	benzhydrocodone HCl/acetaminophen 6.12 mg-325 mg ORAL TABLET	1			1
2001358	benzhydrocodone HCl/acetaminophen@6.12 mg-325 mg@ORAL@TABLET	1			1
2001358	BENZHYDROCODONE HYDROCHLORIDE 6.12 mg / ACETAMINOPHEN 325 mg ORAL TABLET	1			1
2001358	benzhydrocodone/acetaminophen 6.12 mg-325 mg ORAL TABLET	1			1
2001358	benzyhydrocodone 6.12 MG / acetaminophen 325 MG Oral Tablet	1			1
2001364	acetaminophen 325 MG / benzhydrocodone 6.12 MG Oral Tablet [Apadaz]	1			1
2001364	Acetaminophen/Benzhydrocodone 325 MG-6.12 MG Oral Tablet [APADAZ]	1			1
2001364	Apadaz 6.12 MG / 325 MG Oral Tablet	1			1
2001364	Apadaz 6.12mg-325mg Tablet	1			1
2001364	Apadaz, 325 mg-6.12 mg oral tablet	1			1
2001364	APAP 325 MG / benzhydrocodone 6.12 MG Oral Tablet [Apadaz]	1			1
2001364	BENZHYDROCODONE HYDROCHLORIDE 6.12 mg / ACETAMINOPHEN 325 mg ORAL TABLET [APADAZ]	1			1
2045500	acetaminophen 300 MG / oxycodone hydrochloride 2.5 MG Oral Tablet [Nalocet]	1			1
2045500	Acetaminophen/Oxycodone Hydrochloride 300 MG-2.5 MG Oral Tablet [NALOCET]	1			1
2045500	APAP 300 MG / Oxycodone Hydrochloride 2.5 MG Oral Tablet [Nalocet]	1			1
2045500	Nalocet (oxycodone HCl 2.5 MG / acetaminophen 300 MG) Oral Tablet	1			1
2045500	Nalocet 2.5 MG / 300 MG Oral Tablet	1			1
2045500	Nalocet 2.5mg-300mg Tablet	1			1
2045500	Nalocet, 300 mg-2.5 mg oral tablet	1			1
2045500	OXYCODONE HYDROCHLORIDE 2.5 mg / ACETAMINOPHEN 300 mg ORAL TABLET [Nalocet]	1			1
2105822	acetaminophen 60 MG/ML / oxycodone hydrochloride 2 MG/ML Oral Solution	1			1
2105822	Acetaminophen/Oxycodone Hydrochloride 300 MG/5 ML-10 MG/5 ML Oral Solution	1			1
2105822	APAP 60 MG/ML / Oxycodone Hydrochloride 2 MG/ML Oral Solution	1			1
2105822	OXYCODONE 10MG/ACETAMINOPHEN 300MG/5ML SOLN,ORAL	1			1
2105822	OXYCODONE 10MG/APAP 300MG/5ML ORAL SOLN	1			1
2105822	oxyCODONE HCl 10 MG / acetaminophen 300 MG in 5 mL Oral Solution	1			1
2105822	oxycodone HCl 10 MG / acetaminophen 300 MG per 5 ML Oral Solution	1			1
2105822	oxycodone HCl 2 MG/ML / acetaminophen 60 MG/ML Oral Solution	1			1
