RXCUI	STR	VOTES	Wasz	Shankar	Andy	Comments 
14509	3-methylfentanyl (substance)	0	0			
14509	3-MF	0	0			
14509	mefentanyl	0	0			
1463331	Lorcet Plus	0				
1486964	Alahist DM 4mg-7.5mg-15mg/5ml Liquid	0	0			
1486964	Alahist DM, 4 mg-15 mg-7.5 mg/5 mL oral liquid	0	0			
1486964	AP-HIST DM 4mg-15mg-7.5mg/5ml Liquid	0	0			
1486964	AP-Hist DM, 4 mg-15 mg-7.5 mg/5 mL oral liquid	0	0			
1486964	BROMPHEN 4/DM 15/PHENYLEPH 7.5MG/5ML LIQ	0	0			
1486964	brompheniram/phenylephrine/DM 4 mg-7.5 mg-15 mg/5 mL ORAL LIQUID (ML)	0	0			
1486964	BROMPHENIRAMINE 4MG/DM 15MG/PHENYLEPHRINE 7.5MG/5ML LIQUID	0	0			
1486964	brompheniramine maleate 0.8 MG/ML / dextromethorphan hydrobromide 3 MG/ML / phenylephrine hydrochloride 1.5 MG/ML Oral Solution	0	0			
1486964	brompheniramine maleate 4 MG / dextromethorphan HBr 15 MG / phenylephrine HCl 7.5 MG in 5 mL Oral Solution	0	0			
1486964	brompheniramine maleate 4 MG / dextromethorphan hydrobromide 15 MG / phenylephrine hydrochloride 7.5 MG per 5 ML Oral Solution	0	0			
1486964	BROMPHENIRAMINE MALEATE 4 mg in 5 mL / PHENYLEPHRINE HYDROCHLORIDE 7.5 mg in 5 mL / DEXTROMETHORPHAN HYDROBROMIDE 15 mg in 5 mL ORAL LIQUID [Balahist DM Syrup]	0	0			
1486964	Brompheniramine Maleate 4mg/5mL, Dextromethorphan Hydrobromide 15mg/5mL, Phenylephrine Hydrochloride 7.5mg/5mL Oral solution	0	0			
1486964	Brompheniramine Maleate/Dextromethorphan Hydrobromide/Phenylephrine Hydrochloride 4 MG/5 ML-15 MG/5 ML-7.5 MG/5 ML Oral Solution	0	0			
1486964	Brompheniramine Maleate/Dextromethorphan Hydrobromide/Phenylephrine Hydrochloride 4 MG/5 ML-15 MG/5 ML-7.5 MG/5 ML Oral Solution [ALAHIST DM]	0	0			
1486964	Brompheniramine Maleate/Dextromethorphan Hydrobromide/Phenylephrine Hydrochloride 4 MG/5 ML-15 MG/5 ML-7.5 MG/5 ML Oral Solution [M-HIST DM]	0	0			
1486964	Brompheniramine Maleate/Dextromethorphan Hydrobromide/Phenylephrine Hydrochloride 4 MG/5 ML-15 MG/5 ML-7.5 MG/5 ML Oral Solution [PHENYLEPHRINE COMPLEX]	0	0			
1486964	Brompheniramine Maleate/Dextromethorphan Hydrobromide/Phenylephrine Hydrochloride 4 MG/5 ML-15 MG/5 ML-7.5 MG/5 ML Oral Solution [RELCOF DM]	0	0			
1486964	Brompheniramine Maleate/Dextromethorphan Hydrobromide/Phenylephrine Hydrochloride 4 MG/5 ML-15 MG/5 ML-7.5 MG/5 ML Oral Solution [TL-HIST DM]	0	0			
1486964	Brompheniramine Maleate/Dextromethorphan Hydrobromide/Phenylephrine Hydrochloride 4 MG/5 ML-15 MG/5 ML-7.5 MG/5 ML Oral Solution [Y-COF-DMX]	0	0			
1486964	brompheniramine maleate/phenylephrine HCl/dextromethorphan 4 mg-7.5 mg-15 mg/5 mL ORAL LIQUID (ML)	0	0			
1486964	brompheniramine maleate/phenylephrine HCl/dextromethorphan@4 mg-7.5 mg-15 mg/5 mL@ORAL@LIQUID (ML)	0	0			
1486964	Brompheniramine-Dextromethorph-Phenylephrine, 4 mg-15 mg-7.5 mg/5 mL oral liquid	0	0			
1486964	brompheniramine/dextromethorph/phenylephrine 4 mg-15 mg-7.5 mg/5 mL oral liquid	0	0			
1486964	M-Hist DM 4mg-15mg-7.5mg/5mL Liquid	0	0			
1486964	M-Hist DM, 4 mg-15 mg-7.5 mg/5 mL oral liquid	0	0			
1486964	Niva-Hist DM 4mg-7.5mg-15mg/5ml Liquid	0	0			
1486964	Niva-Hist DM, 4 mg-15 mg-7.5 mg/5 mL oral liquid	0	0			
1486964	RelCof DM 4mg-15mg-7.5mg/5ml Liquid	0	0			
1486964	Relcof DM, 4 mg-15 mg-7.5 mg/5 mL oral liquid	0	0			
1486964	TL-HIST DM 4mg-7.5mg-15mg/5ml Liquid	0	0			
1486964	TL-Hist DM, 4 mg-15 mg-7.5 mg/5 mL oral liquid	0	0			
1486964	Y-Cof-DMX 4mg-15mg-7.5mg/5ml Liquid	0	0			
1488717	VOPAC 10%-2% Cream Compounding Kit	-1	-1			Not in UMLS
1488718	VOPAC 5 Cream Compounding Preparation Kit	-1	-1			Not in UMLS
1488720	VOPAC KT 5%-2%-5% Cream Compounding Preparation Kit	-1	-1			Not in UMLS
1492710	NALOXONE RESCUE KIT INTRAMUSCULAR	-1	-1			Not in UMLS
1492710	NALOXONE RESCUE KIT,IM	-1	-1			Not in UMLS
1492711	NALOXONE RESCUE KIT INTRANASAL	-1	-1			Not in UMLS
1492711	NALOXONE RESCUE KIT,NASAL	-1	-1			Not in UMLS
1493526	HYDROCODONE BITARTRATE 7.5 mg in 120 mL / ACETAMINOPHEN 325 mg in 120 mL ORAL SOLUTION [Hydrocodone Bitartrate and Acetaminophen]	-1	-1			Not in UMLS
1495602	codeine phosphate/butalbital/aspirin/caffeine 15 mg-50 mg-330 mg-40 mg ORAL CAPSULE	-1	-1			Not in UMLS
1495602	codeine phosphate/butalbital/aspirin/caffeine@15 mg-50 mg-330 mg-40 mg@ORAL@CAPSULE	-1	-1			Not in UMLS
1495602	codeine/butalbital/ASA/caffein 15 mg-50 mg-330 mg-40 mg ORAL CAPSULE	-1	-1			Not in UMLS
1535982	Xartemis XR	-1	-1			Not in UMLS
1542907	naltrexone HCl dihydrate 100 % MISCELL POWDER (GRAM)	-1	-1			Not in UMLS
1542907	naltrexone hydrochloride dihydrate 100 % MISCELL POWDER (GRAM)	-1	-1			Not in UMLS
1542907	naltrexone hydrochloride dihydrate@100 %@MISCELL@POWDER (GRAM)	-1	-1			Not in UMLS
1543721	naltrexone HCl dihydrate	-1	-1			Not in UMLS
1548563	Acetaminophen/Hydrocodone Bitartrate;Arginine/Choline Bitartrate/Cinnamon/Cocoa Extract/Gamma Aminobutyric Acid/Glutamine/Grape Seed Extract/Griffonia Seed Extract/Histidine/Serine/Whey Protein Hydrolysate 750 MG-7.5 MG; 50 MG Oral Kit	-1	-1			Not in UMLS
1548622	Acetaminophen/Hydrocodone Bitartrate;Arginine/Choline Bitartrate/Cinnamon/Cocoa Extract/Gamma Aminobutyric Acid/Glutamine/Grape Seed Extract/Griffonia Seed Extract/Histidine/Serine/Whey Protein Hydrolysate 325 MG-10 MG; 50 MG Oral Kit	-1	-1			Not in UMLS
1548623	Acetaminophen/Hydrocodone Bitartrate;Arginine/Choline Bitartrate/Cinnamon/Cocoa Extract/Gamma Aminobutyric Acid/Glutamine/Grape Seed Extract/Griffonia Seed Extract/Histidine/Serine/Whey Protein Hydrolysate 500 MG-5 MG; 50 MG Oral Kit	-1	-1			Not in UMLS
1548624	Acetaminophen/Hydrocodone Bitartrate;Arginine/Choline Bitartrate/Cinnamon/Cocoa Extract/Gamma Aminobutyric Acid/Glutamine/Grape Seed Extract/Griffonia Seed Extract/Histidine/Serine/Whey Protein Hydrolysate 650 MG-10 MG; 50 MG Oral Kit	-1	-1			Not in UMLS
1549483	Arginine/Choline Bitartrate/Cinnamon/Cocoa Extract/Gamma Aminobutyric Acid/Glutamine/Grape Seed Extract/Griffonia Seed Extract/Histidine/Serine/Whey Protein Hydrolysate;Tramadol Hydrochloride 50 MG; 50 MG Oral Kit	-1	-1			Not in UMLS
1550055	Acetaminophen/Codeine Phosphate;Arginine/Choline Bitartrate/Cinnamon/Cocoa Extract/Gamma Aminobutyric Acid/Glutamine/Grape Seed Extract/Griffonia Seed Extract/Histidine/Serine/Whey Protein Hydrolysate 300 MG-30 MG; 50 MG Oral Kit	-1	-1			Not in UMLS
1596829	Maxifed (obsolete), 600 mg-120 mg oral tablet, extended release	-1	-1			Not in UMLS
1598483	Hysingla ER	-1	-1			Not in UMLS
1607612	Endocet 10/325	-1	-1			Not in UMLS
1607613	Endocet 2.5/325	-1	-1			Not in UMLS
1607614	Endocet 5/325	-1	-1			Not in UMLS
1607615	Endocet 7.5/325	-1	-1			Not in UMLS
16142	6-acetylmorphine	0	0			
16142	6-O-monoacetylmorphine	0	0			
16142	6-O-monoacetylmorphine (substance)	0	0			
16142	Acetylmorphine	0	0			
16142	Monoacetylmorphine	0	0			
1649022	FENTANYL CITRATE 5 ug in 1 mL INTRAVENOUS INJECTION, SOLUTION [FENTANYL CITRATE]	-1	-1			Not in UMLS
165363	3-Allylfentanyl	-1	-1			Not in UMLS
1655745	hydromorphone-ropivacaine 3 mcg/mL-0.2% intravenous solution	-1	-1			Not in UMLS
1655745	Hydromorphone-Ropivacaine, 3 mcg/mL-0.2% intravenous solution	-1	-1			Not in UMLS
1656404	bupivacaine-fentanyl 0.125%-10 mcg/mL-NaCl 0.9% injectable solution	-1	-1			Not in UMLS
1656404	Bupivacaine-Fentanyl, 0.125%-10 mcg/mL-NaCl 0.9% injectable solution	-1	-1			Not in UMLS
1656405	bupivacaine-fentanyl 0.1667%-4 mcg/mL-NaCl 0.9% injectable solution	-1	-1			Not in UMLS
1656405	Bupivacaine-Fentanyl, 0.1667%-4 mcg/mL-NaCl 0.9% injectable solution	-1	-1			Not in UMLS
1657047	Bupivacaine-Hydromorphone Cassette	-1	-1			Not in UMLS
1657052	Hydromorphone-Ropivacaine	-1	-1			Not in UMLS
1657052	HYDROMORPHONE/ROPIVACAINE	-1	-1			Not in UMLS
1658081	Tuzistra XR	-1	-1			Not in UMLS
1665032	MEPERIDINE HCL 25MG/ML INJ TUBEX 2ML	-1	-1			Not in UMLS
1665032	MEPERIDINE HCL 25MG/ML INJ,TUBEX,2ML	-1	-1			Not in UMLS
1667221	TRAMADOL HYDROCHLORIDE 150 mg ORAL CAPSULE	-1	-1			Not in UMLS
1673251	BUPRENORPHINE HYDROCHLORIDE 0.6 mg in 1 mL INTRAMUSCULAR SOLUTION	-1	-1			Not in UMLS
1673251	BUPRENORPHINE HYDROCHLORIDE 0.6 mg in 1 mL SUBCUTANEOUS SOLUTION	-1	-1			Not in UMLS
1719443	Fentanyl/Ropivacaine/Sodium Chloride 5 MCG/1 ML-0.0625%-0.9% Epidural Solution	-1	-1			Not in UMLS
1723342	MEPERIDINE HCL 10MG/ML NS INJ BAG 100ML	-1	-1			Not in UMLS
1723342	MEPERIDINE HCL 10MG/ML/NACL 0.9% INJ,BAG,100ML	-1	-1			Not in UMLS
1724297	HYDROmorphone 0.1 mg/mL-NaCl 0.9% intravenous solution	-1	-1			Not in UMLS
1724297	HYDROmorphone 0.5 mg/5 mL-D5% intravenous solution	-1	-1			Not in UMLS
1724297	HYDROmorphone 3 mg/30 mL-D5% intravenous solution	-1	-1			Not in UMLS
1724297	hydromorphone HCl in 0.9 % sodium chloride 2.5 mg/25 mL INJECTION PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724297	hydromorphone HCl in 0.9 % sodium chloride 3 mg/30 mL (0.1 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA VIAL	-1	-1			Not in UMLS
1724297	hydromorphone HCl in 0.9 % sodium chloride 5.5 mg/55 mL (0.1 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724297	hydromorphone HCl in 0.9 % sodium chloride@2.5 mg/25 mL@INJECTION@PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724297	hydromorphone HCl in 0.9 % sodium chloride@3 mg/30 mL (0.1 mg/mL)@INTRAVEN@PATIENT CONTROLLED ANALGESIA VIAL	-1	-1			Not in UMLS
1724297	hydromorphone HCl in 0.9 % sodium chloride@5.5 mg/55 mL (0.1 mg/mL)@INTRAVEN@PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724297	hydromorphone HCl in 0.9 % sodium chloride/PF 5.5 mg/55 mL (0.1 mg/mL) EPIDURAL SYRINGE (ML)	-1	-1			Not in UMLS
1724297	hydromorphone HCl in 0.9 % sodium chloride/PF 5.5 mg/55 mL (0.1 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724297	hydromorphone HCl in 0.9 % sodium chloride/PF@5.5 mg/55 mL (0.1 mg/mL)@EPIDURAL@SYRINGE (ML)	-1	-1			Not in UMLS
1724297	hydromorphone HCl in 0.9 % sodium chloride/PF@5.5 mg/55 mL (0.1 mg/mL)@INTRAVEN@PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724297	hydromorphone HCl in 0.9% NaCl 2.5 mg/25 mL INJECTION PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724297	hydromorphone HCl in 0.9% NaCl 3 mg/30 mL (0.1 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA VIAL	-1	-1			Not in UMLS
1724297	hydromorphone HCl in 0.9% NaCl 5.5 mg/55 mL (0.1 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724297	hydromorphone HCl in D5W/PF 0.5 mg/5 mL (0.1 mg/mL) INTRAVEN SYRINGE (ML)	-1	-1			Not in UMLS
1724297	hydromorphone HCl in D5W/PF 3 mg/30 mL (0.1 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724297	hydromorphone HCl in dextrose 5 %-water/PF 0.5 mg/5 mL (0.1 mg/mL) INTRAVEN SYRINGE (ML)	-1	-1			Not in UMLS
1724297	hydromorphone HCl in dextrose 5 %-water/PF 3 mg/30 mL (0.1 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724297	hydromorphone HCl in dextrose 5 %-water/PF@0.5 mg/5 mL (0.1 mg/mL)@INTRAVEN@SYRINGE (ML)	-1	-1			Not in UMLS
1724297	hydromorphone HCl in dextrose 5 %-water/PF@3 mg/30 mL (0.1 mg/mL)@INTRAVEN@PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724297	hydromorphone HCl/0.9% NaCl/PF 5.5 mg/55 mL (0.1 mg/mL) EPIDURAL SYRINGE (ML)	-1	-1			Not in UMLS
1724297	hydromorphone HCl/0.9% NaCl/PF 5.5 mg/55 mL (0.1 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724297	HYDROMORPHONE HYDROCHLORIDE 0.1 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION	-1	-1			Not in UMLS
1724297	HYDROmorphone Hydrochloride, 0.1 mg/mL-NaCl 0.9% intravenous solution	-1	-1			Not in UMLS
1724297	HYDROmorphone Hydrochloride, 3 mg/30 mL-D5% intravenous solution	-1	-1			Not in UMLS
1724297	Hydromorphone Hydrochloride/Sodium Chloride 0.1 MG/1 ML-0.9% Intravenous Solution	-1	-1			Not in UMLS
1724297	Hydromorphone, 0.5 mg/5 mL-D5% intravenous solution	-1	-1			Not in UMLS
1724299	HYDROMORPHONE 0.02MG/ML NS INJ 250ML	-1	-1			Not in UMLS
1724299	HYDROMORPHONE 0.02MG/ML/NACL 0.9% INJ,BAG,250ML	-1	-1			Not in UMLS
1724299	HYDROmorphone 0.2 mg/mL-NaCl 0.9% intravenous solution	-1	-1			Not in UMLS
1724299	HYDROMORPHONE 0.2MG/ML INJ, 30ML	-1	-1			Not in UMLS
1724299	HYDROMORPHONE 0.2MG/ML NS INJ 100ML	-1	-1			Not in UMLS
1724299	HYDROMORPHONE 0.2MG/ML SOLN INJ PCA 25ML	-1	-1			Not in UMLS
1724299	HYDROMORPHONE 0.2MG/ML SOLN INJ PCA 60ML	-1	-1			Not in UMLS
1724299	HYDROMORPHONE 0.2MG/ML/NACL 0.9% INJ,BAG,100ML	-1	-1			Not in UMLS
1724299	HYDROmorphone 10 mg-0.9%/50 mL injectable solution	-1	-1			Not in UMLS
1724299	HYDROmorphone 10 mg-0.9%/50 mL intravenous solution	-1	-1			Not in UMLS
1724299	HYDROmorphone 2 mg/10 mL-NaCl 0.9% injectable solution	-1	-1			Not in UMLS
1724299	HYDROmorphone 2 mg/10 mL-NaCl 0.9% intravenous solution	-1	-1			Not in UMLS
1724299	hydromorphone HCl 0.2 mg/mL INJECTION VIAL (ML)	-1	-1			Not in UMLS
1724299	HYDROMORPHONE HCL 0.2MG/ML INJ,30ML	-1	-1			Not in UMLS
1724299	HYDROMORPHONE HCL 0.2MG/ML INJ,SOLN,PCA,25ML	-1	-1			Not in UMLS
1724299	HYDROMORPHONE HCL 0.2MG/ML INJ,SOLN,PCA,60ML	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride 0.2 mg/mL INJECTION SYRINGE (ML)	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride 0.2 mg/mL INTRAVEN PLASTIC BAG, INJECTION (ML)	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride 10 mg/50 mL (0.2 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride 10 mg/50 mL (0.2 mg/mL) INTRAVEN PREFILLED PUMP RESERVOIR	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride 11 mg/55 mL INJECTION PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride 2 mg/10 mL (0.2 mg/mL) INTRAVEN SYRINGE (ML)	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride 20 mg/100 mL (0.2 mg/mL) INTRAVEN PREFILLED PUMP RESERVOIR	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride 5 mg/25 mL (0.2 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride 6 mg/30 mL (0.2 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride 6 mg/30 mL INTRAVEN PATIENT CONTROLLED ANALGESIA VIAL	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride@0.2 mg/mL@INJECTION@SYRINGE (ML)	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride@0.2 mg/mL@INTRAVEN@PLASTIC BAG, INJECTION (ML)	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride@10 mg/50 mL (0.2 mg/mL)@INTRAVEN@PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride@10 mg/50 mL (0.2 mg/mL)@INTRAVEN@PREFILLED PUMP RESERVOIR	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride@11 mg/55 mL@INJECTION@PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride@2 mg/10 mL (0.2 mg/mL)@INTRAVEN@SYRINGE (ML)	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride@20 mg/100 mL (0.2 mg/mL)@INTRAVEN@PREFILLED PUMP RESERVOIR	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride@5 mg/25 mL (0.2 mg/mL)@INTRAVEN@PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride@6 mg/30 mL (0.2 mg/mL)@INTRAVEN@PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride@6 mg/30 mL@INTRAVEN@PATIENT CONTROLLED ANALGESIA VIAL	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride/PF 0.2 mg/mL EPIDURAL PLASTIC BAG, INJECTION (ML)	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride/PF 0.2 mg/mL INTRAVEN PLASTIC BAG, INJECTION (ML)	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride/PF 10 mg/50 mL (0.2 mg/mL) EPIDURAL SYRINGE (ML)	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride/PF 10 mg/50 mL (0.2 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride/PF 2 mg/10 mL (0.2 mg/mL) INTRAVEN SYRINGE (ML)	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride/PF 5 mg/25 mL (0.2 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride/PF 6 mg/30 mL (0.2 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride/PF 6 mg/30 mL (0.2 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA VIAL	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride/PF@0.2 mg/mL@EPIDURAL@PLASTIC BAG, INJECTION (ML)	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride/PF@0.2 mg/mL@INTRAVEN@PLASTIC BAG, INJECTION (ML)	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride/PF@10 mg/50 mL (0.2 mg/mL)@EPIDURAL@SYRINGE (ML)	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride/PF@10 mg/50 mL (0.2 mg/mL)@INTRAVEN@PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride/PF@2 mg/10 mL (0.2 mg/mL)@INTRAVEN@SYRINGE (ML)	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride/PF@5 mg/25 mL (0.2 mg/mL)@INTRAVEN@PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride/PF@6 mg/30 mL (0.2 mg/mL)@INTRAVEN@PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9 % sodium chloride/PF@6 mg/30 mL (0.2 mg/mL)@INTRAVEN@PATIENT CONTROLLED ANALGESIA VIAL	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9% NaCl 0.2 mg/mL INJECTION SYRINGE (ML)	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9% NaCl 0.2 mg/mL INTRAVEN PLASTIC BAG, INJECTION (ML)	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9% NaCl 10 mg/50 mL (0.2 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9% NaCl 10 mg/50 mL (0.2 mg/mL) INTRAVEN PREFILLED PUMP RESERVOIR	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9% NaCl 11 mg/55 mL INJECTION PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9% NaCl 2 mg/10 mL (0.2 mg/mL) INTRAVEN SYRINGE (ML)	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9% NaCl 20 mg/100 mL (0.2 mg/mL) INTRAVEN PREFILLED PUMP RESERVOIR	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9% NaCl 5 mg/25 mL (0.2 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9% NaCl 6 mg/30 mL (0.2 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724299	hydromorphone HCl in 0.9% NaCl 6 mg/30 mL INTRAVEN PATIENT CONTROLLED ANALGESIA VIAL	-1	-1			Not in UMLS
1724299	hydromorphone HCl@0.2 mg/mL@INJECTION@VIAL (ML)	-1	-1			Not in UMLS
1724299	hydromorphone HCl/0.9% NaCl/PF 0.2 mg/mL EPIDURAL PLASTIC BAG, INJECTION (ML)	-1	-1			Not in UMLS
1724299	hydromorphone HCl/0.9% NaCl/PF 0.2 mg/mL INTRAVEN PLASTIC BAG, INJECTION (ML)	-1	-1			Not in UMLS
1724299	hydromorphone HCl/0.9% NaCl/PF 10 mg/50 mL (0.2 mg/mL) EPIDURAL SYRINGE (ML)	-1	-1			Not in UMLS
1724299	hydromorphone HCl/0.9% NaCl/PF 10 mg/50 mL (0.2 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724299	hydromorphone HCl/0.9% NaCl/PF 2 mg/10 mL (0.2 mg/mL) INTRAVEN SYRINGE (ML)	-1	-1			Not in UMLS
1724299	hydromorphone HCl/0.9% NaCl/PF 5 mg/25 mL (0.2 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724299	hydromorphone HCl/0.9% NaCl/PF 6 mg/30 mL (0.2 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724299	hydromorphone HCl/0.9% NaCl/PF 6 mg/30 mL (0.2 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA VIAL	-1	-1			Not in UMLS
1724299	HYDROmorphone Hydrochloride Preservative Free, 2 mg/10 mL-NaCl 0.9% intravenous solution	-1	-1			Not in UMLS
1724299	HYDROmorphone Hydrochloride, 0.2 mg/mL-NaCl 0.9% intravenous solution	-1	-1			Not in UMLS
1724299	HYDROmorphone Hydrochloride, 10 mg-0.9%/50 mL injectable solution	-1	-1			Not in UMLS
1724299	HYDROmorphone Hydrochloride, 10 mg-0.9%/50 mL intravenous solution	-1	-1			Not in UMLS
1724299	HYDROmorphone Hydrochloride, 2 mg/10 mL-NaCl 0.9% injectable solution	-1	-1			Not in UMLS
1724299	HYDROmorphone Hydrochloride, 2 mg/10 mL-NaCl 0.9% intravenous solution	-1	-1			Not in UMLS
1724299	Hydromorphone Hydrochloride/Sodium Chloride 0.2 MG/1 ML-0.9% Intravenous Solution	-1	-1			Not in UMLS
1724299	Hydromorphone Hydrochloride/Sodium Chloride 1 MG/5 ML-0.9% Intravenous Solution	-1	-1			Not in UMLS
1724299	Hydromorphone Hydrochloride/Sodium Chloride 10 MG/50 ML-0.9% Intravenous Solution	-1	-1			Not in UMLS
1724299	Hydromorphone Hydrochloride/Sodium Chloride 20 MG/100 ML-0.9% Intravenous Solution	-1	-1			Not in UMLS
1724301	hydromorphone HCl in 0.9 % sodium chloride 7.5 mg/25 mL INJECTION PATIENT CONTROLLED ANALGESIA SYRINGE	-1	-1			Not in UMLS
1724301	hydromorphone HCl in 0.9 % sodium chloride 9 mg/30 mL (0.3 mg/mL) INTRAVEN PATIENT CONTROLLED ANALGESIA VIAL	-1	-1			Not in UMLS
