RXCUI	STR
1368072	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
1372714	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
1545976	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
1547607	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
1652891	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
207611	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
215992	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
216113	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
216215	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
216298	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
216605	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
217400	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
217408	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
217417	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
217456	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
217488	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
217863	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
218276	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
218550	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
218788	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
218803	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
218807	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
219227	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
221151	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
235412	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
236131	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
236236	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
2569484	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
2670	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
2672	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
352673	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
402563	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
407885	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
466489	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
5032	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
545458	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
546128	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
546139	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
546142	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
546143	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
578930	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
578934	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
798910	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
798954	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
798975	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
798979	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
804997	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
8896	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
91104	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
91168	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
91169	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
93553	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
93566	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
995842	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
995983	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
995985	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
995990	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
995993	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996004	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996007	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996103	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996108	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996111	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996113	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996115	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996118	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996121	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996122	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996125	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996127	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996129	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996133	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996135	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996187	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996191	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996198	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996211	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996216	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996239	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996240	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996243	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996245	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996247	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996249	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996253	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996257	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996258	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996261	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996263	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996264	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996267	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996268	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996271	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996273	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996274	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996277	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996278	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996281	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
996662	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
998178	pseudoephedrine-codeine-GG 30 mg-10 mg-100 mg/5 mL oral syrup
1488635	buprenorphine HCl (bulk) powder
1594651	buprenorphine HCl (bulk) powder
1716058	buprenorphine HCl (bulk) powder
1819	buprenorphine HCl (bulk) powder
203841	buprenorphine HCl (bulk) powder
2599847	buprenorphine HCl (bulk) powder
151999	morphine 10 mg/mL intravenous solution
152164	morphine 10 mg/mL intravenous solution
152356	morphine 10 mg/mL intravenous solution
152785	morphine 10 mg/mL intravenous solution
152996	morphine 10 mg/mL intravenous solution
153664	morphine 10 mg/mL intravenous solution
1731993	morphine 10 mg/mL intravenous solution
1745876	morphine 10 mg/mL intravenous solution
1871435	morphine 10 mg/mL intravenous solution
203240	morphine 10 mg/mL intravenous solution
203353	morphine 10 mg/mL intravenous solution
203354	morphine 10 mg/mL intravenous solution
203355	morphine 10 mg/mL intravenous solution
203356	morphine 10 mg/mL intravenous solution
203357	morphine 10 mg/mL intravenous solution
203358	morphine 10 mg/mL intravenous solution
2055303	morphine 10 mg/mL intravenous solution
219576	morphine 10 mg/mL intravenous solution
219632	morphine 10 mg/mL intravenous solution
225993	morphine 10 mg/mL intravenous solution
235751	morphine 10 mg/mL intravenous solution
235774	morphine 10 mg/mL intravenous solution
30236	morphine 10 mg/mL intravenous solution
352452	morphine 10 mg/mL intravenous solution
353616	morphine 10 mg/mL intravenous solution
477397	morphine 10 mg/mL intravenous solution
477468	morphine 10 mg/mL intravenous solution
583440	morphine 10 mg/mL intravenous solution
7052	morphine 10 mg/mL intravenous solution
885779	morphine 10 mg/mL intravenous solution
892531	morphine 10 mg/mL intravenous solution
892533	morphine 10 mg/mL intravenous solution
152751	methadone 40 mg soluble tablet
153327	methadone 40 mg soluble tablet
197113	methadone 40 mg soluble tablet
1990745	methadone 40 mg soluble tablet
202370	methadone 40 mg soluble tablet
218337	methadone 40 mg soluble tablet
226003	methadone 40 mg soluble tablet
670009	methadone 40 mg soluble tablet
6813	methadone 40 mg soluble tablet
864978	methadone 40 mg soluble tablet
864980	methadone 40 mg soluble tablet
1044428	hydrocodone 10 mg-acetaminophen 325 mg tablet
1147392	hydrocodone 10 mg-acetaminophen 325 mg tablet
1147395	hydrocodone 10 mg-acetaminophen 325 mg tablet
128793	hydrocodone 10 mg-acetaminophen 325 mg tablet
142439	hydrocodone 10 mg-acetaminophen 325 mg tablet
144254	hydrocodone 10 mg-acetaminophen 325 mg tablet
1492671	hydrocodone 10 mg-acetaminophen 325 mg tablet
1495472	hydrocodone 10 mg-acetaminophen 325 mg tablet
1542976	hydrocodone 10 mg-acetaminophen 325 mg tablet
161	hydrocodone 10 mg-acetaminophen 325 mg tablet
1789748	hydrocodone 10 mg-acetaminophen 325 mg tablet
214182	hydrocodone 10 mg-acetaminophen 325 mg tablet
215118	hydrocodone 10 mg-acetaminophen 325 mg tablet
215292	hydrocodone 10 mg-acetaminophen 325 mg tablet
215296	hydrocodone 10 mg-acetaminophen 325 mg tablet
215554	hydrocodone 10 mg-acetaminophen 325 mg tablet
215961	hydrocodone 10 mg-acetaminophen 325 mg tablet
216104	hydrocodone 10 mg-acetaminophen 325 mg tablet
216706	hydrocodone 10 mg-acetaminophen 325 mg tablet
216707	hydrocodone 10 mg-acetaminophen 325 mg tablet
217574	hydrocodone 10 mg-acetaminophen 325 mg tablet
217578	hydrocodone 10 mg-acetaminophen 325 mg tablet
217583	hydrocodone 10 mg-acetaminophen 325 mg tablet
217611	hydrocodone 10 mg-acetaminophen 325 mg tablet
217631	hydrocodone 10 mg-acetaminophen 325 mg tablet
218077	hydrocodone 10 mg-acetaminophen 325 mg tablet
218222	hydrocodone 10 mg-acetaminophen 325 mg tablet
218291	hydrocodone 10 mg-acetaminophen 325 mg tablet
218772	hydrocodone 10 mg-acetaminophen 325 mg tablet
218880	hydrocodone 10 mg-acetaminophen 325 mg tablet
219061	hydrocodone 10 mg-acetaminophen 325 mg tablet
219088	hydrocodone 10 mg-acetaminophen 325 mg tablet
219313	hydrocodone 10 mg-acetaminophen 325 mg tablet
220014	hydrocodone 10 mg-acetaminophen 325 mg tablet
220150	hydrocodone 10 mg-acetaminophen 325 mg tablet
220597	hydrocodone 10 mg-acetaminophen 325 mg tablet
220733	hydrocodone 10 mg-acetaminophen 325 mg tablet
220771	hydrocodone 10 mg-acetaminophen 325 mg tablet
221046	hydrocodone 10 mg-acetaminophen 325 mg tablet
221107	hydrocodone 10 mg-acetaminophen 325 mg tablet
236931	hydrocodone 10 mg-acetaminophen 325 mg tablet
284773	hydrocodone 10 mg-acetaminophen 325 mg tablet
314667	hydrocodone 10 mg-acetaminophen 325 mg tablet
352920	hydrocodone 10 mg-acetaminophen 325 mg tablet
491666	hydrocodone 10 mg-acetaminophen 325 mg tablet
540447	hydrocodone 10 mg-acetaminophen 325 mg tablet
541332	hydrocodone 10 mg-acetaminophen 325 mg tablet
542147	hydrocodone 10 mg-acetaminophen 325 mg tablet
542941	hydrocodone 10 mg-acetaminophen 325 mg tablet
5489	hydrocodone 10 mg-acetaminophen 325 mg tablet
597355	hydrocodone 10 mg-acetaminophen 325 mg tablet
655919	hydrocodone 10 mg-acetaminophen 325 mg tablet
686356	hydrocodone 10 mg-acetaminophen 325 mg tablet
804747	hydrocodone 10 mg-acetaminophen 325 mg tablet
825249	hydrocodone 10 mg-acetaminophen 325 mg tablet
856968	hydrocodone 10 mg-acetaminophen 325 mg tablet
856999	hydrocodone 10 mg-acetaminophen 325 mg tablet
857001	hydrocodone 10 mg-acetaminophen 325 mg tablet
857079	hydrocodone 10 mg-acetaminophen 325 mg tablet
857088	hydrocodone 10 mg-acetaminophen 325 mg tablet
857095	hydrocodone 10 mg-acetaminophen 325 mg tablet
92532	hydrocodone 10 mg-acetaminophen 325 mg tablet
151999	morphine (PF) 0.5 mg/mL injection solution
152164	morphine (PF) 0.5 mg/mL injection solution
152356	morphine (PF) 0.5 mg/mL injection solution
152785	morphine (PF) 0.5 mg/mL injection solution
152996	morphine (PF) 0.5 mg/mL injection solution
153664	morphine (PF) 0.5 mg/mL injection solution
1728783	morphine (PF) 0.5 mg/mL injection solution
1728784	morphine (PF) 0.5 mg/mL injection solution
1728785	morphine (PF) 0.5 mg/mL injection solution
1728786	morphine (PF) 0.5 mg/mL injection solution
1728796	morphine (PF) 0.5 mg/mL injection solution
1745876	morphine (PF) 0.5 mg/mL injection solution
203353	morphine (PF) 0.5 mg/mL injection solution
203355	morphine (PF) 0.5 mg/mL injection solution
203356	morphine (PF) 0.5 mg/mL injection solution
203357	morphine (PF) 0.5 mg/mL injection solution
203358	morphine (PF) 0.5 mg/mL injection solution
2055303	morphine (PF) 0.5 mg/mL injection solution
219576	morphine (PF) 0.5 mg/mL injection solution
219632	morphine (PF) 0.5 mg/mL injection solution
225993	morphine (PF) 0.5 mg/mL injection solution
235751	morphine (PF) 0.5 mg/mL injection solution
235774	morphine (PF) 0.5 mg/mL injection solution
30236	morphine (PF) 0.5 mg/mL injection solution
353616	morphine (PF) 0.5 mg/mL injection solution
477397	morphine (PF) 0.5 mg/mL injection solution
477468	morphine (PF) 0.5 mg/mL injection solution
583440	morphine (PF) 0.5 mg/mL injection solution
7052	morphine (PF) 0.5 mg/mL injection solution
885779	morphine (PF) 0.5 mg/mL injection solution
892365	morphine (PF) 0.5 mg/mL injection solution
892367	morphine (PF) 0.5 mg/mL injection solution
892473	morphine (PF) 0.5 mg/mL injection solution
142439	hydrocodone 5 mg-acetaminophen 325 mg tablet
161	hydrocodone 5 mg-acetaminophen 325 mg tablet
214182	hydrocodone 5 mg-acetaminophen 325 mg tablet
218772	hydrocodone 5 mg-acetaminophen 325 mg tablet
221107	hydrocodone 5 mg-acetaminophen 325 mg tablet
236931	hydrocodone 5 mg-acetaminophen 325 mg tablet
314667	hydrocodone 5 mg-acetaminophen 325 mg tablet
5489	hydrocodone 5 mg-acetaminophen 325 mg tablet
597355	hydrocodone 5 mg-acetaminophen 325 mg tablet
829845	hydrocodone 5 mg-acetaminophen 325 mg tablet
829850	hydrocodone 5 mg-acetaminophen 325 mg tablet
829865	hydrocodone 5 mg-acetaminophen 325 mg tablet
857002	hydrocodone 5 mg-acetaminophen 325 mg tablet
857004	hydrocodone 5 mg-acetaminophen 325 mg tablet
142439	hydrocodone 7.5 mg-acetaminophen 325 mg tablet
161	hydrocodone 7.5 mg-acetaminophen 325 mg tablet
214182	hydrocodone 7.5 mg-acetaminophen 325 mg tablet
218772	hydrocodone 7.5 mg-acetaminophen 325 mg tablet
221107	hydrocodone 7.5 mg-acetaminophen 325 mg tablet
236931	hydrocodone 7.5 mg-acetaminophen 325 mg tablet
314667	hydrocodone 7.5 mg-acetaminophen 325 mg tablet
5489	hydrocodone 7.5 mg-acetaminophen 325 mg tablet
597355	hydrocodone 7.5 mg-acetaminophen 325 mg tablet
829845	hydrocodone 7.5 mg-acetaminophen 325 mg tablet
829850	hydrocodone 7.5 mg-acetaminophen 325 mg tablet
829865	hydrocodone 7.5 mg-acetaminophen 325 mg tablet
857005	hydrocodone 7.5 mg-acetaminophen 325 mg tablet
857007	hydrocodone 7.5 mg-acetaminophen 325 mg tablet
1115966	butalbital 50 mg-acetaminophen 325 mg-caffeine 40 mg-codeine 30 mg cap
1545976	butalbital 50 mg-acetaminophen 325 mg-caffeine 40 mg-codeine 30 mg cap
161	butalbital 50 mg-acetaminophen 325 mg-caffeine 40 mg-codeine 30 mg cap
1652891	butalbital 50 mg-acetaminophen 325 mg-caffeine 40 mg-codeine 30 mg cap
1886	butalbital 50 mg-acetaminophen 325 mg-caffeine 40 mg-codeine 30 mg cap
19860	butalbital 50 mg-acetaminophen 325 mg-caffeine 40 mg-codeine 30 mg cap
20033	butalbital 50 mg-acetaminophen 325 mg-caffeine 40 mg-codeine 30 mg cap
217126	butalbital 50 mg-acetaminophen 325 mg-caffeine 40 mg-codeine 30 mg cap
235412	butalbital 50 mg-acetaminophen 325 mg-caffeine 40 mg-codeine 30 mg cap
236112	butalbital 50 mg-acetaminophen 325 mg-caffeine 40 mg-codeine 30 mg cap
236131	butalbital 50 mg-acetaminophen 325 mg-caffeine 40 mg-codeine 30 mg cap
236236	butalbital 50 mg-acetaminophen 325 mg-caffeine 40 mg-codeine 30 mg cap
2670	butalbital 50 mg-acetaminophen 325 mg-caffeine 40 mg-codeine 30 mg cap
2672	butalbital 50 mg-acetaminophen 325 mg-caffeine 40 mg-codeine 30 mg cap
352894	butalbital 50 mg-acetaminophen 325 mg-caffeine 40 mg-codeine 30 mg cap
402563	butalbital 50 mg-acetaminophen 325 mg-caffeine 40 mg-codeine 30 mg cap
689561	butalbital 50 mg-acetaminophen 325 mg-caffeine 40 mg-codeine 30 mg cap
91104	butalbital 50 mg-acetaminophen 325 mg-caffeine 40 mg-codeine 30 mg cap
993943	butalbital 50 mg-acetaminophen 325 mg-caffeine 40 mg-codeine 30 mg cap
993945	butalbital 50 mg-acetaminophen 325 mg-caffeine 40 mg-codeine 30 mg cap
993950	butalbital 50 mg-acetaminophen 325 mg-caffeine 40 mg-codeine 30 mg cap
142436	fentaNYL (PF) 10 mcg/mL in 0.9 % sodium chloride intravenous
1487612	fentaNYL (PF) 10 mcg/mL in 0.9 % sodium chloride intravenous
1652097	fentaNYL (PF) 10 mcg/mL in 0.9 % sodium chloride intravenous
283458	fentaNYL (PF) 10 mcg/mL in 0.9 % sodium chloride intravenous
4336	fentaNYL (PF) 10 mcg/mL in 0.9 % sodium chloride intravenous
4337	fentaNYL (PF) 10 mcg/mL in 0.9 % sodium chloride intravenous
1012688	fentaNYL (PF) 2 mcg/mL-BUPivacaine 0.125 %-NaCl injection solution
1191504	fentaNYL (PF) 2 mcg/mL-BUPivacaine 0.125 %-NaCl injection solution
1375412	fentaNYL (PF) 2 mcg/mL-BUPivacaine 0.125 %-NaCl injection solution
142436	fentaNYL (PF) 2 mcg/mL-BUPivacaine 0.125 %-NaCl injection solution
1652097	fentaNYL (PF) 2 mcg/mL-BUPivacaine 0.125 %-NaCl injection solution
1815	fentaNYL (PF) 2 mcg/mL-BUPivacaine 0.125 %-NaCl injection solution
267396	fentaNYL (PF) 2 mcg/mL-BUPivacaine 0.125 %-NaCl injection solution
404781	fentaNYL (PF) 2 mcg/mL-BUPivacaine 0.125 %-NaCl injection solution
4337	fentaNYL (PF) 2 mcg/mL-BUPivacaine 0.125 %-NaCl injection solution
1012668	fentaNYL (PF) 2 mcg/mL-BUPivacaine 0.1 %-NaCl injection solution
1191504	fentaNYL (PF) 2 mcg/mL-BUPivacaine 0.1 %-NaCl injection solution
1375412	fentaNYL (PF) 2 mcg/mL-BUPivacaine 0.1 %-NaCl injection solution
142436	fentaNYL (PF) 2 mcg/mL-BUPivacaine 0.1 %-NaCl injection solution
1652097	fentaNYL (PF) 2 mcg/mL-BUPivacaine 0.1 %-NaCl injection solution
1815	fentaNYL (PF) 2 mcg/mL-BUPivacaine 0.1 %-NaCl injection solution
267396	fentaNYL (PF) 2 mcg/mL-BUPivacaine 0.1 %-NaCl injection solution
404781	fentaNYL (PF) 2 mcg/mL-BUPivacaine 0.1 %-NaCl injection solution
4337	fentaNYL (PF) 2 mcg/mL-BUPivacaine 0.1 %-NaCl injection solution
151999	morphine 1 mg/mL in 0.9 % sodium chloride intravenous
152164	morphine 1 mg/mL in 0.9 % sodium chloride intravenous
152356	morphine 1 mg/mL in 0.9 % sodium chloride intravenous
152785	morphine 1 mg/mL in 0.9 % sodium chloride intravenous
152996	morphine 1 mg/mL in 0.9 % sodium chloride intravenous
153664	morphine 1 mg/mL in 0.9 % sodium chloride intravenous
1728802	morphine 1 mg/mL in 0.9 % sodium chloride intravenous
1728803	morphine 1 mg/mL in 0.9 % sodium chloride intravenous
1729023	morphine 1 mg/mL in 0.9 % sodium chloride intravenous
1745876	morphine 1 mg/mL in 0.9 % sodium chloride intravenous
203353	morphine 1 mg/mL in 0.9 % sodium chloride intravenous
203355	morphine 1 mg/mL in 0.9 % sodium chloride intravenous
203356	morphine 1 mg/mL in 0.9 % sodium chloride intravenous
203357	morphine 1 mg/mL in 0.9 % sodium chloride intravenous
2055303	morphine 1 mg/mL in 0.9 % sodium chloride intravenous
219576	morphine 1 mg/mL in 0.9 % sodium chloride intravenous
219632	morphine 1 mg/mL in 0.9 % sodium chloride intravenous
225993	morphine 1 mg/mL in 0.9 % sodium chloride intravenous
235751	morphine 1 mg/mL in 0.9 % sodium chloride intravenous
235774	morphine 1 mg/mL in 0.9 % sodium chloride intravenous
30236	morphine 1 mg/mL in 0.9 % sodium chloride intravenous
353616	morphine 1 mg/mL in 0.9 % sodium chloride intravenous
477397	morphine 1 mg/mL in 0.9 % sodium chloride intravenous
477468	morphine 1 mg/mL in 0.9 % sodium chloride intravenous
583440	morphine 1 mg/mL in 0.9 % sodium chloride intravenous
7052	morphine 1 mg/mL in 0.9 % sodium chloride intravenous
885779	morphine 1 mg/mL in 0.9 % sodium chloride intravenous
892477	morphine 1 mg/mL in 0.9 % sodium chloride intravenous
892479	morphine 1 mg/mL in 0.9 % sodium chloride intravenous
892489	morphine 1 mg/mL in 0.9 % sodium chloride intravenous
104946	morphine ER 200 mg tablet,extended release
151999	morphine ER 200 mg tablet,extended release
152164	morphine ER 200 mg tablet,extended release
152356	morphine ER 200 mg tablet,extended release
152785	morphine ER 200 mg tablet,extended release
152996	morphine ER 200 mg tablet,extended release
153664	morphine ER 200 mg tablet,extended release
1745876	morphine ER 200 mg tablet,extended release
1871435	morphine ER 200 mg tablet,extended release
203240	morphine ER 200 mg tablet,extended release
203353	morphine ER 200 mg tablet,extended release
203354	morphine ER 200 mg tablet,extended release
203355	morphine ER 200 mg tablet,extended release
203356	morphine ER 200 mg tablet,extended release
203357	morphine ER 200 mg tablet,extended release
203358	morphine ER 200 mg tablet,extended release
2055303	morphine ER 200 mg tablet,extended release
219576	morphine ER 200 mg tablet,extended release
219632	morphine ER 200 mg tablet,extended release
225993	morphine ER 200 mg tablet,extended release
235751	morphine ER 200 mg tablet,extended release
235774	morphine ER 200 mg tablet,extended release
30236	morphine ER 200 mg tablet,extended release
352452	morphine ER 200 mg tablet,extended release
353616	morphine ER 200 mg tablet,extended release
477397	morphine ER 200 mg tablet,extended release
477468	morphine ER 200 mg tablet,extended release
583440	morphine ER 200 mg tablet,extended release
7052	morphine ER 200 mg tablet,extended release
885779	morphine ER 200 mg tablet,extended release
892646	morphine ER 200 mg tablet,extended release
892648	morphine ER 200 mg tablet,extended release
10689	tramadol 37.5 mg-acetaminophen 325 mg tablet
161	tramadol 37.5 mg-acetaminophen 325 mg tablet
352362	tramadol 37.5 mg-acetaminophen 325 mg tablet
353062	tramadol 37.5 mg-acetaminophen 325 mg tablet
82110	tramadol 37.5 mg-acetaminophen 325 mg tablet
836395	tramadol 37.5 mg-acetaminophen 325 mg tablet
836397	tramadol 37.5 mg-acetaminophen 325 mg tablet
1049225	oxyCODONE-acetaminophen 7.5 mg-325 mg tablet
1049642	oxyCODONE-acetaminophen 7.5 mg-325 mg tablet
159821	oxyCODONE-acetaminophen 7.5 mg-325 mg tablet
161	oxyCODONE-acetaminophen 7.5 mg-325 mg tablet
214183	oxyCODONE-acetaminophen 7.5 mg-325 mg tablet
352884	oxyCODONE-acetaminophen 7.5 mg-325 mg tablet
42844	oxyCODONE-acetaminophen 7.5 mg-325 mg tablet
7804	oxyCODONE-acetaminophen 7.5 mg-325 mg tablet
82063	oxyCODONE-acetaminophen 7.5 mg-325 mg tablet
825197	oxyCODONE-acetaminophen 7.5 mg-325 mg tablet
825201	oxyCODONE-acetaminophen 7.5 mg-325 mg tablet
825206	oxyCODONE-acetaminophen 7.5 mg-325 mg tablet
825212	oxyCODONE-acetaminophen 7.5 mg-325 mg tablet
825216	oxyCODONE-acetaminophen 7.5 mg-325 mg tablet
1049214	oxyCODONE-acetaminophen 10 mg-325 mg tablet
1049625	oxyCODONE-acetaminophen 10 mg-325 mg tablet
159821	oxyCODONE-acetaminophen 10 mg-325 mg tablet
161	oxyCODONE-acetaminophen 10 mg-325 mg tablet
214183	oxyCODONE-acetaminophen 10 mg-325 mg tablet
352884	oxyCODONE-acetaminophen 10 mg-325 mg tablet
42844	oxyCODONE-acetaminophen 10 mg-325 mg tablet
7804	oxyCODONE-acetaminophen 10 mg-325 mg tablet
82063	oxyCODONE-acetaminophen 10 mg-325 mg tablet
825197	oxyCODONE-acetaminophen 10 mg-325 mg tablet
825201	oxyCODONE-acetaminophen 10 mg-325 mg tablet
825206	oxyCODONE-acetaminophen 10 mg-325 mg tablet
825212	oxyCODONE-acetaminophen 10 mg-325 mg tablet
825216	oxyCODONE-acetaminophen 10 mg-325 mg tablet
1115966	codeine-butalbital-ASA-caffeine 30 mg-50 mg-325 mg-40 mg capsule
1191	codeine-butalbital-ASA-caffeine 30 mg-50 mg-325 mg-40 mg capsule
1372693	codeine-butalbital-ASA-caffeine 30 mg-50 mg-325 mg-40 mg capsule
1545976	codeine-butalbital-ASA-caffeine 30 mg-50 mg-325 mg-40 mg capsule
1652891	codeine-butalbital-ASA-caffeine 30 mg-50 mg-325 mg-40 mg capsule
